user_id,stime,session_id,sequence_id,sequence_length,event_id,item_id,product_id,name,price,c0_name,c0_id,c1_name,c1_id,c2_name,c2_id,brand_name,brand_id,item_condition_id,item_condition_name,size_name,size_id,color,shipper_id,shipper_name
211,2023-05-11 20:41:18,2a8f5a5129bff0c114ff23e9ce24cfac1f61bc54ee1260d4365448fee910db9f,20230501_0,8,item_like,58209275,6146_341,D23 Expo Obi Wan Kenobi Exclusive Legacy Lightsaber Set,1040.0,Vintage & collectibles,299,Other,341.0,,,Disney,6146,1,New,,,,1,Buyer
211,2023-05-16 18:06:18,30b44a4c3c8ceef207582dfa30aad9185888d9dcbd350e3f17228b14908d19ea,20230501_0,8,item_view,222281648,0_990,UK Region/B Blu Ray Lot,25.0,Electronics,300,Media,259.0,Blu-ray,990.0,,0,1,New,,,,2,Seller
211,2023-05-16 23:10:26,d5f765379c590f517f56e9c1e82c37fc667d9231a4252440c8ba7c653c06ee5e,20230501_0,8,item_like,46579405,9699_1725,Awesome Mix vol 1 vinyl,19.0,Handmade,472,Music,276.0,Vinyl,1725.0,Hollywood Records,9699,2,Like new,,,,1,Buyer
212,2023-05-09 02:17:04,f50bce20251b8a3d135ea68c19034a58c5a7d7886d7aed4c69bfb99c20716b9c,20230501_0,2,item_view,28814647,9739_716,Jurassic World Hot Topic dress,18.0,Women,1097,Dresses,212.0,Knee-length,716.0,Hot Topic,9739,2,Like new,XL (16-18),3.0,,1,Buyer
212,2023-05-10 04:45:00,3b34d42863b36917bc4de25520adf80efcd9f6ea672fd3067ff6408b5a8f2b23,20230501_0,2,item_view,112165450,0_1155,Lot of accessories,16.0,Women,1097,Women's accessories,211.0,Belts,1155.0,,0,3,Good,,,,1,Buyer
213,2023-05-01 01:38:13,95d0fc49bf899a353186d2b6b7c3661c7c293d31eadbc28b0519be5582137a7f,20230501_0,19,item_view,151709872,4769_467,Chanel Vintage Bag,1714.0,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,3,Good,,,,2,Seller
213,2023-05-01 03:56:42,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_view,55349623,8029_1154,Fendi gold watches for women,153.0,Women,1097,Women's accessories,211.0,Watches,1154.0,Fendi,8029,3,Good,,,,1,Buyer
213,2023-05-01 04:00:09,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_view,226347504,4769_1158,Chanel Resin CC Earrings in Red,149.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 04:01:10,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_view,120150064,0_1344,"Italian 14 kt gold ""Deborah"" name necklace.",101.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,,0,2,Like new,,,,1,Buyer
213,2023-05-01 04:01:17,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_view,47116459,10525_1160,14k gold necklace,55.0,Women,1097,Jewelry,201.0,Necklaces,1160.0,Independent,10525,2,Like new,,,,2,Seller
213,2023-05-01 04:01:23,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_view,226347504,4769_1158,Chanel Resin CC Earrings in Red,149.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 04:02:09,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_like,226347504,4769_1158,Chanel Resin CC Earrings in Red,149.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 04:03:23,4dba9680544f9ada11313defe09b51362d4d6e696a2b6376096425b86c6d06ab,20230501_0,19,item_view,124707171,0_1158,Chanel CC Earrings,199.0,Women,1097,Jewelry,201.0,Earrings,1158.0,,0,3,Good,,,,2,Seller
213,2023-05-01 11:52:28,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,23815357,4769_462,CHANEL CC black  Patent Leather Tote bag,604.0,Women,1097,Women's handbags,205.0,Tote Bags,462.0,Chanel,4769,3,Good,,,black,1,Buyer
213,2023-05-01 11:52:52,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,162501722,4769_467,Authentic Chanel Bag V stitch Bifold Long Wallet Leather Black Purse,642.0,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,4,Fair,,,black,2,Seller
213,2023-05-01 11:53:31,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,221171111,4769_1152,CHANEL Reissue Matelasse Metallic Mauve Wallet on Chain,222.0,Women,1097,Women's accessories,211.0,Wallets,1152.0,Chanel,4769,3,Good,,,other,1,Buyer
213,2023-05-01 11:54:10,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,62764004,4769_467,Chanel chocolate bar bag crystal gold hardware,450.0,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,4,Fair,,,neutral,1,Buyer
213,2023-05-01 11:55:16,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,163598307,4769_464,Chanel woc crossbody bag,589.0,Women,1097,Women's handbags,205.0,Crossbody Bags,464.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 11:55:54,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,244584428,4769_467,Chanel Fabric Chocolate Bar Shoulder Tote Bag,795.0,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 11:56:47,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,54396037,4769_460,Chanel leather bucket bag,479.0,Women,1097,Women's handbags,205.0,Hobo Bags,460.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 11:58:06,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,183302570,4769_464,Chanel woc crossbody bag,438.12,Women,1097,Women's handbags,205.0,Crossbody Bags,464.0,Chanel,4769,2,Like new,,,black,1,Buyer
213,2023-05-01 11:59:03,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,128800176,14412_467,Rare Michael kors gold chain flap purse,115.5,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Michael Kors,14412,3,Good,,,,1,Buyer
213,2023-05-01 11:59:44,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,16887412,4769_1152,Chanel metallic silver wallet,274.0,Women,1097,Women's accessories,211.0,Wallets,1152.0,Chanel,4769,2,Like new,,,other,1,Buyer
213,2023-05-01 12:00:49,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_0,19,item_view,136060903,4769_467,Chanel suede hobo bag,711.55,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 12:01:31,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,6908638,4769_464,Chanel Small Cosmetic Pouch,130.0,Women,1097,Women's handbags,205.0,Crossbody Bags,464.0,Chanel,4769,4,Fair,,,black,1,Buyer
213,2023-05-01 12:01:38,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,163045791,4769_467,Chanel Handbag,290.0,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 12:01:51,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,226347504,4769_1158,Chanel Resin CC Earrings in Red,149.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 12:02:58,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,16210640,4769_1152,Chanel Chocolate bar Clutch wallet,290.0,Women,1097,Women's accessories,211.0,Wallets,1152.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 12:03:15,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,103321108,4769_1442,Chanel CC mark sports clutch bag,599.0,Vintage & collectibles,299,Bags and purses,252.0,Clutch,1442.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 12:03:31,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,31807932,4769_205,Chanel leather black shoulder chain bag,514.0,Women,1097,Women's handbags,205.0,,,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 12:04:06,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,151757444,4769_1158,Chanel CC Earrings,650.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 12:04:32,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,46652200,4769_467,Vintage CHANEL Rare Soft Suede Patch Hobo Shoulder Bag,550.0,Women,1097,Women's handbags,205.0,Shoulder Bags,467.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 12:04:41,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,159509212,4769_462,Chanel Camellia Perforated Cream Tote,352.0,Women,1097,Women's handbags,205.0,Tote Bags,462.0,Chanel,4769,4,Fair,,,white,1,Buyer
213,2023-05-01 12:04:52,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,3721618,4769_1152,Chanel Leather Zippy Wallet WOC Crossbody,333.0,Women,1097,Women's accessories,211.0,Wallets,1152.0,Chanel,4769,3,Good,,,black,2,Seller
213,2023-05-01 12:05:35,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,64950042,4769_1160,Chanel necklace,323.0,Women,1097,Jewelry,201.0,Necklaces,1160.0,Chanel,4769,1,New,,,,1,Buyer
213,2023-05-01 12:05:53,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,136882186,4769_2865,Chanel Heels,150.0,Women,1097,Shoes,204.0,Heels,2865.0,Chanel,4769,3,Good,6.5 (37),137.0,,1,Buyer
213,2023-05-01 12:06:52,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,226347504,4769_1158,Chanel Resin CC Earrings in Red,149.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 12:08:43,0fa88d74c6e80e301344985ec2a58dd5d461a5e04f619eea8cd281527383f053,20230501_1,22,item_view,46409735,10865_354,Adidas ivy park mesh jacket,96.0,Women,1097,Coats & jackets,207.0,Other,354.0,IVY PARK,10865,2,Like new,M (8-10),1.0,,1,Buyer
213,2023-05-01 13:52:45,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,183241980,4769_2865,Chanel Shoes with COA,550.0,Women,1097,Shoes,204.0,Heels,2865.0,Chanel,4769,3,Good,8 (38.5),141.0,,2,Seller
213,2023-05-01 13:56:22,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,226347504,4769_1158,Chanel Resin CC Earrings in Red,149.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Chanel,4769,2,Like new,,,,1,Buyer
213,2023-05-01 13:59:17,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,125582735,4769_1350,Authentic chanel brooch,150.0,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,Chanel,4769,3,Good,,,,1,Buyer
213,2023-05-01 14:00:23,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,63188596,337_1350,Vintage Large Poured Pliquè A Jour Maison Gripoix Glass Brooch Gold Tone Flower,495.0,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,Authentic Original Vintage Style,337,3,Good,,,,1,Buyer
213,2023-05-01 14:00:51,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,234250903,0_1350,Earrings,8.55,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,,0,3,Good,,,,1,Buyer
213,2023-05-01 14:01:07,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,8977301,4769_1350,Vintage Chanel Brooch,400.0,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,Chanel,4769,4,Fair,,,,1,Buyer
213,2023-05-01 14:02:08,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,4215561,4769_3050,Chanel tassel brooch,3500.0,Women,1097,Jewelry,201.0,Pins,3050.0,Chanel,4769,1,New,,,,2,Seller
213,2023-05-01 14:02:27,435defec10f6be72bcd82fea9aa41d48c750de0858a8e6e2d8c63c9700f73a66,20230501_1,22,item_view,115886754,0_3050,CHANEL Byzantine CC Double Brooch,1805.0,Women,1097,Jewelry,201.0,Pins,3050.0,,0,3,Good,,,,1,Buyer
213,2023-05-02 04:46:34,72212b87cbd19ca94d7af546fee7050640079cb99991e2e6f24a7aa393b02f16,20230501_10,22,item_view,236618927,0_1350,Brooch Pin VTG oversized figural parrot collectors gold pearl cabochon enamel,21.85,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,,0,3,Good,,,,1,Buyer
213,2023-05-02 04:47:36,e87a6bd5a52131f20b9606a5ce9289e46e555e0bdf04b3bb6c65f2fc0a309d3d,20230501_10,22,item_view,153235014,0_1347,VTG CCORI PERUVIAN Gold Tone Bold Clip-On Earrings Statement Inca Revival Large,30.0,Vintage & collectibles,299,Jewelry,247.0,Earrings,1347.0,,0,2,Like new,,,,1,Buyer
213,2023-05-02 04:47:44,e87a6bd5a52131f20b9606a5ce9289e46e555e0bdf04b3bb6c65f2fc0a309d3d,20230501_10,22,item_view,78992312,0_1344,Necklace VTG Pink Coral Natural Rose Carved Beaded Pearl Multi Strand 14k Gold,304.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,,0,2,Like new,,,,1,Buyer
213,2023-05-02 09:42:52,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,10055428,4653_1158,Earrings Dangle C C California beaded Gold Metallic Bold Rare Dangle Statement,15.0,Women,1097,Jewelry,201.0,Earrings,1158.0,C&C California,4653,2,Like new,,,,1,Buyer
213,2023-05-02 09:43:20,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,101228975,0_1345,VTG Bakelite Bangle Bracelet Carved Yellow Egg Yolk Amber Art Deco tested Rare,49.98,Vintage & collectibles,299,Jewelry,247.0,Bracelet,1345.0,,0,3,Good,,,,1,Buyer
213,2023-05-02 09:44:53,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,143946593,19648_1347,Earrings Dangle designer Long Rhinestone Statement Real Collectibles By Adrienne,37.71,Vintage & collectibles,299,Jewelry,247.0,Earrings,1347.0,Real Collectibles by Adrienne,19648,3,Good,,,,1,Buyer
213,2023-05-02 09:45:07,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,126752775,23602_1347,VTG Trifari Earrings Gold Tone Metal Dangle Elegant Glam Clip Statement Hoops,10.0,Vintage & collectibles,299,Jewelry,247.0,Earrings,1347.0,Trifari,23602,3,Good,,,,1,Buyer
213,2023-05-02 09:45:11,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,32478288,16682_1347,Óscar De La Renta Earrings Hoop Silver Gold Tone Dangle Pierced Elegant Rare,18.0,Vintage & collectibles,299,Jewelry,247.0,Earrings,1347.0,Oscar de la Renta,16682,3,Good,,,,1,Buyer
213,2023-05-02 09:46:12,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,18774609,21816_1350,Brooch Pin Signed Sarah Cavender Metalworks Gold Tone Rhinestone Sun Flower,18.95,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,Sarah Cavender Metalworks,21816,3,Good,,,,1,Buyer
213,2023-05-02 09:46:22,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,33644117,22684_1160,Tory Burch Necklace Statement Lucite Logo Gold Tone Long Medallion Lucite Large,114.0,Women,1097,Jewelry,201.0,Necklaces,1160.0,Tory Burch,22684,3,Good,,,,1,Buyer
213,2023-05-02 09:46:28,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,16278094,0_1345,VTG Statement Bangle Bracelet Reversed Carved Faux Amber Flower Floral Rare,20.0,Vintage & collectibles,299,Jewelry,247.0,Bracelet,1345.0,,0,3,Good,,,,1,Buyer
213,2023-05-02 09:46:40,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,135619657,0_1344,VTG Runway Necklace Pearl Cabochon Cross Gilt Bold gold Tone Metal Long Large,31.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,,0,3,Good,,,,1,Buyer
213,2023-05-02 09:47:01,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,209914755,21496_1344,Vintage Sarah Coventry Faux Pearl Goldtone Necklace Signed,14.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Sarah Coventry,21496,2,Like new,,,,1,Buyer
213,2023-05-02 09:47:51,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,187390154,0_1350,Vintage pendant Cross,9.0,Vintage & collectibles,299,Jewelry,247.0,Brooch,1350.0,,0,2,Like new,,,,1,Buyer
213,2023-05-02 09:49:04,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,91027540,0_1348,925 silver cross pendant,37.0,Vintage & collectibles,299,Jewelry,247.0,Pendant,1348.0,,0,2,Like new,,,,1,Buyer
213,2023-05-02 09:49:52,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,82493173,23602_1344,Vintage Trifari fashion gold chain with gold and faux pearl beads,20.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Trifari,23602,2,Like new,,,,1,Buyer
213,2023-05-02 09:50:04,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,38980374,4504_1344,Casual Corner VTG Signed Necklace Gold Tone long chain medallion Elegant Glamour,18.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Casual Corner,4504,2,Like new,,,,1,Buyer
213,2023-05-02 09:51:13,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,63520033,16807_1344,Vintage Gold Tone Lisner Midcentury Necklace Rare,45.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Original Vintage Style,16807,3,Good,,,,1,Buyer
213,2023-05-02 09:51:49,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,241404653,0_1419,Vintage Faux Pearl Three Strand Necklace In pearl Color,18.0,Vintage & collectibles,299,Antique,243.0,Jewelry,1419.0,,0,2,Like new,,,,1,Buyer
213,2023-05-02 09:52:06,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,211346858,0_1348,Gold Cross woth Crystals Pendant,8.0,Vintage & collectibles,299,Jewelry,247.0,Pendant,1348.0,,0,2,Like new,,,,1,Buyer
213,2023-05-02 09:52:20,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,172895380,2840_1344,Betsey Johnson Cross Necklace,46.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Betsey Johnson,2840,1,New,,,,1,Buyer
213,2023-05-02 09:52:28,5e3360f7cbb73b3fd1ed3b35b56e0343bd3357222c5cf6eae374cbbbed489f53,20230501_10,22,item_view,234183664,20557_1378,VTG Glamour Necklace Belt Signed St. John SJ Logo Gold chain Bold Multi 3 Rows,125.0,Vintage & collectibles,299,Accessories,246.0,Belt,1378.0,St. John,20557,2,Like new,,,,1,Buyer
213,2023-05-24 03:18:37,b76f34444675be991da67266d6c518aa446f7f91ed219ae716c7fdaec327d8e8,20230501_100,22,item_view,122418921,505_1346,Vintage Avon Ring,17.0,Vintage & collectibles,299,Jewelry,247.0,Ring,1346.0,Avon,505,3,Good,,,,1,Buyer
213,2023-05-24 03:18:43,b76f34444675be991da67266d6c518aa446f7f91ed219ae716c7fdaec327d8e8,20230501_100,22,item_view,33552757,505_1344,Vintage Avon Sonnet Hidden Perfume Bottle Necklace,18.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Avon,505,3,Good,,,,1,Buyer
213,2023-05-24 03:18:56,b76f34444675be991da67266d6c518aa446f7f91ed219ae716c7fdaec327d8e8,20230501_100,22,item_like,33552757,505_1344,Vintage Avon Sonnet Hidden Perfume Bottle Necklace,18.0,Vintage & collectibles,299,Jewelry,247.0,Necklace,1344.0,Avon,505,3,Good,,,,1,Buyer
213,2023-05-24 03:19:27,b76f34444675be991da67266d6c518aa446f7f91ed219ae716c7fdaec327d8e8,20230501_100,22,item_view,167085080,505_1160,AVON Bicentennial Coin  Pendant 1886-1976,22.0,Women,1097,Jewelry,201.0,Necklaces,1160.0,Avon,505,3,Good,,,,1,Buyer
213,2023-05-24 03:20:13,b76f34444675be991da67266d6c518aa446f7f91ed219ae716c7fdaec327d8e8,20230501_100,22,item_view,189356380,505_1002,Avon Purple Crystals A Box - NEW,10.0,Beauty,298,Makeup,256.0,Makeup sets,1002.0,Avon,505,1,New,,,,1,Buyer
213,2023-05-24 03:20:21,b76f34444675be991da67266d6c518aa446f7f91ed219ae716c7fdaec327d8e8,20230501_100,22,item_view,176995060,505_1158,Avon Heart Earrings,8.0,Women,1097,Jewelry,201.0,Earrings,1158.0,Avon,505,3,Good,,,,1,Buyer
213,2023-05-24 04:09:16,8803a5cec5e20ef8230526e004aec3b7064415f4adeea3165a183e812de8e742,20230501_100,22,item_view,91011193,0_463,FENDI Vintage Pequin Backpack,239.0,Women,1097,Women's handbags,205.0,Backpacks,463.0,,0,3,Good,,,,2,Seller
213,2023-05-24 04:09:28,8803a5cec5e20ef8230526e004aec3b7064415f4adeea3165a183e812de8e742,20230501_100,22,item_view,93154570,8029_463,Fendi Backpack,425.0,Women,1097,Women's handbags,205.0,Backpacks,463.0,Fendi,8029,3,Good,,,,1,Buyer
213,2023-05-24 04:09:58,8803a5cec5e20ef8230526e004aec3b7064415f4adeea3165a183e812de8e742,20230501_100,22,item_view,207103029,9624_1445,Hermes Bolide 27 Handbag,2350.0,Vintage & collectibles,299,Bags and purses,252.0,Leather,1445.0,Hermès,9624,3,Good,,,,1,Buyer
